-1,98492,102398,-1,-1,-1,-1,102399,98492,-1,-1,98492,-1,-1,-1,-1,102398,-1,-1,102398,-1,-1,-1,-1,-1,98492,102398,-1,96768,102399,-1,-1,-1,-1,-1,96768,-1,-1,96769,-1,-1,-1,-1,102399,-1,-1,102401,-1,-1,-1,-1,-1,96769,102401,-1,102399,102399,-1,-1,-1,-1,-1,102399,-1
-1,96666,102401,-1,-1,-1,-1,102401,96678,-1,-1,96678,-1,-1,-1,-1,102401,-1,-1,102401,-1,-1,-1,-1,-1,96666,102401,-1,95012,102401,-1,-1,-1,-1,-1,94994,-1,-1,94994,-1,-1,-1,-1,102401,-1,-1,102401,-1,-1,-1,-1,-1,95012,102401,-1,102401,102401,-1,-1,-1,-1,-1,102401,-1
-1,91001,102400,-1,-1,-1,-1,102400,90977,-1,-1,90978,-1,-1,-1,-1,102401,-1,-1,102401,-1,-1,-1,-1,-1,91001,102400,-1,87647,102400,-1,-1,-1,-1,-1,87682,-1,-1,87682,-1,-1,-1,-1,102400,-1,-1,102400,-1,-1,-1,-1,-1,87647,102400,-1,102400,102400,-1,-1,-1,-1,-1,102400,-1
-1,97003,102401,-1,-1,-1,-1,102401,97003,-1,-1,97002,-1,-1,-1,-1,102401,-1,-1,102400,-1,-1,-1,-1,-1,97002,102401,-1,94870,102401,-1,-1,-1,-1,-1,94870,-1,-1,94870,-1,-1,-1,-1,102401,-1,-1,102401,-1,-1,-1,-1,-1,94870,102401,-1,102401,102401,-1,-1,-1,-1,-1,102401,-1
-1,102046,94967,-1,-1,-1,-1,102401,102046,-1,-1,102046,-1,-1,-1,-1,98684,-1,-1,98884,-1,-1,-1,-1,-1,102046,95367,-1,101042,75092,-1,-1,-1,-1,-1,101042,-1,-1,101042,-1,-1,-1,-1,75092,-1,-1,75026,-1,-1,-1,-1,-1,101042,75026,-1,102400,102401,-1,-1,-1,-1,-1,102400,-1
-1,102401,98450,-1,-1,-1,-1,102401,102401,-1,-1,102401,-1,-1,-1,-1,94498,-1,-1,94498,-1,-1,-1,-1,-1,102401,98450,-1,102401,87387,-1,-1,-1,-1,-1,102401,-1,-1,102401,-1,-1,-1,-1,87352,-1,-1,87352,-1,-1,-1,-1,-1,102401,87352,-1,102401,102401,-1,-1,-1,-1,-1,102401,-1
-1,102400,94498,-1,-1,-1,-1,102400,102401,-1,-1,102401,-1,-1,-1,-1,98444,-1,-1,98444,-1,-1,-1,-1,-1,102401,94486,-1,102401,72314,-1,-1,-1,-1,-1,102401,-1,-1,102401,-1,-1,-1,-1,72338,-1,-1,72337,-1,-1,-1,-1,-1,102401,72337,-1,102400,102400,-1,-1,-1,-1,-1,102400,-1
-1,102394,101403,-1,-1,-1,-1,101420,102387,-1,-1,102376,-1,-1,-1,-1,100416,-1,-1,100415,-1,-1,-1,-1,-1,102389,101408,-1,99834,95555,-1,-1,-1,-1,-1,99834,-1,-1,99796,-1,-1,-1,-1,95579,-1,-1,95579,-1,-1,-1,-1,-1,99796,95579,-1,101420,101420,-1,-1,-1,-1,-1,101420,-1
-1,102401,102400,-1,-1,-1,-1,99695,102401,-1,-1,102401,-1,-1,-1,-1,102401,-1,-1,102401,-1,-1,-1,-1,-1,102400,102401,-1,86749,102401,-1,-1,-1,-1,-1,86749,-1,-1,86749,-1,-1,-1,-1,102401,-1,-1,102401,-1,-1,-1,-1,-1,86749,102401,-1,99695,99695,-1,-1,-1,-1,-1,99695,-1
-1,102401,102401,-1,-1,-1,-1,101048,102400,-1,-1,102401,-1,-1,-1,-1,102401,-1,-1,102400,-1,-1,-1,-1,-1,102401,102401,-1,94569,102401,-1,-1,-1,-1,-1,94569,-1,-1,94569,-1,-1,-1,-1,102401,-1,-1,102401,-1,-1,-1,-1,-1,94563,102401,-1,101048,101048,-1,-1,-1,-1,-1,101048,-1
